구분별(1),응답자수 (명),5천원 미만 (%),5천원 - 1만원 미만 (%),1만원 - 1만 5천원 미만 (%),1만 5천원 - 2만원 미만 (%),2만원 - 2만 5천원 미만 (%),2만 5천원 - 3만원 미만 (%),3만원 - 3만 5천원 미만 (%),3만 5천원 - 4만원 미만 (%),4만원 - 4만 5천원 미만 (%),4만 5천원 - 5만원 미만 (%),5만원 이상 (%)
전체,2315.5,0.2,3.4,17.8,7.9,18,4.8,12.8,4.6,6,2,22.4
